city,city_ascii,lat,lng,pop,country,iso2,iso3,province,abbr
Gillette,Gillette,44.28317425,-105.5052503,26107,United States of America,US,USA,Wyoming,#N/A
Laramie,Laramie,41.31136599,-105.5905681,25587.5,United States of America,US,USA,Wyoming,#N/A
Miles City,Miles City,46.4088843,-105.8399844,8399.5,United States of America,US,USA,Montana,#N/A
Santa Fe,Santa Fe,35.68692893,-105.9372394,80943,United States of America,US,USA,New Mexico,#N/A
Alamogordo,Alamogordo,32.89947634,-105.9597187,33710.5,United States of America,US,USA,New Mexico,#N/A
Los Alamos,Los Alamos,35.89110252,-106.2977084,11997,United States of America,US,USA,New Mexico,#N/A
Casper,Casper,42.86661989,-106.3124878,56149,United States of America,US,USA,Wyoming,#N/A
El Paso,El Paso,31.77998395,-106.5099952,658331,United States of America,US,USA,Texas,#N/A
Glasgow,Glasgow,48.18396975,-106.6352588,3144,United States of America,US,USA,Montana,#N/A
Albuquerque,Albuquerque,35.10497479,-106.6413308,725723,United States of America,US,USA,New Mexico,#N/A
Las Cruces,Las Cruces,32.31261293,-106.7778083,97675.5,United States of America,US,USA,New Mexico,#N/A
Socorro,Socorro,34.06211855,-106.8989895,8117,United States of America,US,USA,New Mexico,#N/A
Gunnison,Gunnison,38.54476483,-106.92829,6273,United States of America,US,USA,Colorado,#N/A
Rawlins,Rawlins,41.7906649,-107.234292,8458,United States of America,US,USA,Wyoming,#N/A
Truth or Consequences,Truth or Consequences,33.13359641,-107.2528956,6479,United States of America,US,USA,New Mexico,#N/A
Glenwood Springs,Glenwood Springs,39.54658999,-107.3247,11272,United States of America,US,USA,Colorado,#N/A
Craig,Craig,40.51728009,-107.5503968,9315.5,United States of America,US,USA,Colorado,#N/A
Hardin,Hardin,45.731768,-107.612486,3975.5,United States of America,US,USA,Montana,#N/A
Deming,Deming,32.26109153,-107.7557848,15523,United States of America,US,USA,New Mexico,#N/A
Montrose,Montrose,38.47727541,-107.8655197,18463.5,United States of America,US,USA,Colorado,#N/A
Durango,Durango,37.27564333,-107.8799891,19127.5,United States of America,US,USA,Colorado,#N/A
Farmington,Farmington,36.75415061,-108.1860944,42917.5,United States of America,US,USA,New Mexico,#N/A
Thermopolis,Thermopolis,43.64597801,-108.2146715,3195,United States of America,US,USA,Wyoming,#N/A
Riverton,Riverton,43.02816042,-108.3950481,10350,United States of America,US,USA,Wyoming,#N/A
Billings,Billings,45.78830202,-108.5400004,102151.5,United States of America,US,USA,Montana,#N/A
Grand Junction,Grand Junction,39.09385276,-108.5499998,75076,United States of America,US,USA,Colorado,#N/A
Lander,Lander,42.83300437,-108.7325985,6742,United States of America,US,USA,Wyoming,#N/A
Gallup,Gallup,35.52407066,-108.7339938,21627,United States of America,US,USA,New Mexico,#N/A
Powell,Powell,44.75867495,-108.7584367,6054,United States of America,US,USA,Wyoming,#N/A
Cody,Cody,44.52321128,-109.0571007,8976.5,United States of America,US,USA,Wyoming,#N/A
Monticello,Monticello,37.87178265,-109.3421995,1811.5,United States of America,US,USA,Utah,#N/A
Green River,Green River,41.51455772,-109.4649827,10239.5,United States of America,US,USA,Wyoming,#N/A
Vernal,Vernal,40.45539756,-109.5280022,11175.5,United States of America,US,USA,Utah,#N/A
Douglas,Douglas,31.35864016,-109.5483627,23438.5,United States of America,US,USA,Arizona,#N/A
Moab,Moab,38.57370363,-109.5491895,5309,United States of America,US,USA,Utah,#N/A
Havre,Havre,48.54523968,-109.6776829,10266.5,United States of America,US,USA,Montana,#N/A
Safford,Safford,32.83382143,-109.7068801,9746.5,United States of America,US,USA,Arizona,#N/A
Willcox,Willcox,32.25321088,-109.8313945,4451.5,United States of America,US,USA,Arizona,#N/A
Tombstone,Tombstone,31.71314048,-110.066884,1396.5,United States of America,US,USA,Arizona,#N/A
Winslow,Winslow,35.28470542,-110.7006954,9931,United States of America,US,USA,Arizona,#N/A
Price,Price,39.59979087,-110.8100169,9175,United States of America,US,USA,Utah,#N/A
Tucson,Tucson,32.20499676,-110.8899862,670953.5,United States of America,US,USA,Arizona,#N/A
Bozeman,Bozeman,45.68009157,-111.0378325,39049.5,United States of America,US,USA,Montana,#N/A
Montpelier,Montpelier,42.32262209,-111.2969123,2775.5,United States of America,US,USA,Idaho,#N/A
Great Falls,Great Falls,47.50029055,-111.299987,61316.5,United States of America,US,USA,Montana,#N/A
Provo,Provo,40.24889854,-111.63777,231238,United States of America,US,USA,Utah,#N/A
Flagstaff,Flagstaff,35.19809572,-111.6505083,60779.5,United States of America,US,USA,Arizona,#N/A
Mesa,Mesa,33.42391461,-111.7360844,762217.5,United States of America,US,USA,Arizona,#N/A
Casa Grande,Casa Grande,32.87937421,-111.7566258,38396.5,United States of America,US,USA,Arizona,#N/A
Logan,Logan,41.73593955,-111.8335979,58664,United States of America,US,USA,Utah,#N/A
Nephi,Nephi,39.71027508,-111.8354841,4960,United States of America,US,USA,Utah,#N/A
Scottsdale,Scottsdale,33.69234784,-111.8680402,15401,United States of America,US,USA,Arizona,#N/A
Salt Lake City,Salt Lake City,40.7750163,-111.9300519,572013,United States of America,US,USA,Utah,#N/A
Ogden,Ogden,41.23237856,-111.9680341,227774,United States of America,US,USA,Utah,#N/A
Idaho Falls,Idaho Falls,43.46668662,-112.0333014,65787,United States of America,US,USA,Idaho,#N/A
Helena,Helena,46.59274904,-112.035291,33032.5,United States of America,US,USA,Montana,#N/A
Phoenix,Phoenix,33.53997988,-112.0699917,2436022.5,United States of America,US,USA,Arizona,#N/A
Richfield,Richfield,38.77247703,-112.0832984,7308.5,United States of America,US,USA,Utah,#N/A
Grand Canyon,Grand Canyon,36.05478762,-112.1385922,1068.5,United States of America,US,USA,Arizona,#N/A
Glendale,Glendale,33.58194114,-112.1958238,363360.5,United States of America,US,USA,Arizona,#N/A
Pocatello,Pocatello,42.87134829,-112.4447234,57327,United States of America,US,USA,Idaho,#N/A
Prescott,Prescott,34.59001914,-112.4477723,47587,United States of America,US,USA,Arizona,#N/A
Kanab,Kanab,37.04738853,-112.5254936,2861,United States of America,US,USA,Utah,#N/A
Butte,Butte,46.0038961,-112.5338394,31478,United States of America,US,USA,Montana,#N/A
Dillon,Dillon,45.21567548,-112.6839852,4213.5,United States of America,US,USA,Montana,#N/A
Gila Bend,Gila Bend,32.95037762,-112.7246546,2012,United States of America,US,USA,Arizona,#N/A
Parowan,Parowan,37.84253379,-112.8272065,2533,United States of America,US,USA,Utah,#N/A
Cedar City,Cedar City,37.67742759,-113.061094,25371.5,United States of America,US,USA,Utah,#N/A
St. George,St. George,37.10415509,-113.583336,79988,United States of America,US,USA,Utah,#N/A
Burley,Burley,42.53581321,-113.7918763,11644.5,United States of America,US,USA,Idaho,#N/A
Salmon,Salmon,45.17567792,-113.8949966,3297,United States of America,US,USA,Idaho,#N/A
Missoula,Missoula,46.87224103,-113.9930526,68010,United States of America,US,USA,Montana,#N/A
Kingman,Kingman,35.18987917,-114.0522221,33306.5,United States of America,US,USA,Arizona,#N/A
Polson,Polson,47.68800519,-114.156686,5079,United States of America,US,USA,Montana,#N/A
Lake Havasu City,Lake Havasu City,34.49829348,-114.3082789,55442.5,United States of America,US,USA,Arizona,#N/A
Kalispell,Kalispell,48.19776735,-114.3159786,25040,United States of America,US,USA,Montana,#N/A
Twin Falls,Twin Falls,42.5609538,-114.4605693,42958.5,United States of America,US,USA,Idaho,#N/A
Bullhead City,Bullhead City,35.14817629,-114.5674878,37989,United States of America,US,USA,Arizona,#N/A
Needles,Needles,34.84842714,-114.6133507,6246.5,United States of America,US,USA,California,#N/A
Yuma,Yuma,32.68527753,-114.6236084,88402.5,United States of America,US,USA,Arizona,#N/A
Boulder City,Boulder City,35.97895245,-114.8315802,15072.5,United States of America,US,USA,Nevada,#N/A
Ely,Ely,39.24702171,-114.887675,3911,United States of America,US,USA,Nevada,#N/A
Las Vegas,Las Vegas,36.20999778,-115.2200061,1150717,United States of America,US,USA,Nevada,#N/A
El Centro,El Centro,32.79237693,-115.5580475,41661.5,United States of America,US,USA,California,#N/A
Elko,Elko,40.83250633,-115.7619886,17537,United States of America,US,USA,Nevada,#N/A
Wallace,Wallace,47.47421979,-115.9268881,1028,United States of America,US,USA,Idaho,#N/A
Boise,Boise,43.60859011,-116.2274899,242029,United States of America,US,USA,Idaho,#N/A
Palm Springs,Palm Springs,33.77735557,-116.5330526,216461,United States of America,US,USA,California,#N/A
Caldwell,Caldwell,43.66096417,-116.6705378,83403,United States of America,US,USA,Idaho,#N/A
Coeur d'Alene,Coeur d'Alene,47.67808331,-116.7794458,34514,United States of America,US,USA,Idaho,#N/A
Ontario,Ontario,44.02662661,-116.9618895,11578,United States of America,US,USA,Oregon,#N/A
Lewiston,Lewiston,46.41660992,-117.016589,40096.5,United States of America,US,USA,Idaho,#N/A
Barstow,Barstow,34.89901837,-117.0218858,21119,United States of America,US,USA,California,#N/A
National City,National City,32.67194501,-117.0980052,104291,United States of America,US,USA,California,#N/A
San Diego,San Diego,32.82002382,-117.1799899,1938570.5,United States of America,US,USA,California,#N/A
Tonopah,Tonopah,38.06699038,-117.2289791,1993,United States of America,US,USA,Nevada,#N/A
Victorville,Victoriaville,34.5365082,-117.2903191,83496,United States of America,US,USA,California,#N/A
San Bernardino,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,US,USA,California,#N/A
Oceanside,Oceanside,33.2204645,-117.3349675,396474.5,United States of America,US,USA,California,#N/A
Riverside,Riverside,33.94194501,-117.3980386,297554,United States of America,US,USA,California,#N/A
Spokane,Spokane,47.66999595,-117.4199494,272483.5,United States of America,US,USA,Washington,#N/A
Winnemucca,Winnemucca,40.97337628,-117.7346847,7997.5,United States of America,US,USA,Nevada,#N/A
Irvine,Irvine,33.68041058,-117.8299502,1611303.5,United States of America,US,USA,California,#N/A
La Grande,La Grande,45.32468691,-118.0866012,13646,United States of America,US,USA,Oregon,#N/A
Lancaster,Lancaster,34.69804873,-118.135823,225799,United States of America,US,USA,California,#N/A
Pasadena,Pasadena,34.16038129,-118.1388719,144618,United States of America,US,USA,California,#N/A
Long Beach,Long Beach,33.78696739,-118.1580439,1249195.5,United States of America,US,USA,California,#N/A
Los Angeles,Los Angeles,33.98997825,-118.1799805,8097410,United States of America,US,USA,California,#N/A
Walla Walla,Walla Walla,46.06515851,-118.3418828,37864,United States of America,US,USA,Washington,#N/A
Bishop,Bishop,37.36395835,-118.394076,4249,United States of America,US,USA,California,#N/A
Pendleton,Pendleton,45.67259849,-118.7874886,16669,United States of America,US,USA,Oregon,#N/A
John Day,John Day,44.41652529,-118.9520264,1437.5,United States of America,US,USA,Oregon,#N/A
Bakersfield,Bakersfield,35.36997154,-119.0199809,367259,United States of America,US,USA,California,#N/A
Kennewick,Kennewick,46.21137697,-119.1360979,82331,United States of America,US,USA,Washington,#N/A
Delano,Delano,35.76193728,-119.2430681,42396.5,United States of America,US,USA,California,#N/A
Richland,Richland,46.29181134,-119.2911013,39940.5,United States of America,US,USA,Washington,#N/A
Visalia,Visalia,36.32502952,-119.3160094,114699.5,United States of America,US,USA,California,#N/A
Tulare,Tulare,36.20702639,-119.3441213,53005.5,United States of America,US,USA,California,#N/A
Santa Barbara,Santa Barbara,34.43498985,-119.7199899,135021,United States of America,US,USA,California,#N/A
Carson City,Carson City,39.16384849,-119.7663953,53767,United States of America,US,USA,Nevada,#N/A
Fresno,Fresno,36.7477169,-119.7729841,540768,United States of America,US,USA,California,#N/A
Reno,Reno,39.52997601,-119.8200096,265363.5,United States of America,US,USA,Nevada,#N/A
Wenatchee,Wenatchee,47.42362856,-120.3090237,45892,United States of America,US,USA,Washington,#N/A
Santa Maria,Santa Maria,34.94012697,-120.4366386,98092.5,United States of America,US,USA,California,#N/A
Merced,Merced,37.30261843,-120.481933,84355,United States of America,US,USA,California,#N/A
Yakima,Yakima,46.60223167,-120.5046965,93846,United States of America,US,USA,Washington,#N/A
San Luis Obispo,San Luis Obispo,35.28318097,-120.6585889,54759,United States of America,US,USA,California,#N/A
Paso Robles,Paso Robles,35.6265967,-120.6899823,26221,United States of America,US,USA,California,#N/A
Modesto,Modesto,37.65541343,-120.9899899,269697,United States of America,US,USA,California,#N/A
Stockton,Stockton,37.95813397,-121.289739,488506.5,United States of America,US,USA,California,#N/A
Bend,Bend,44.071921,-121.3099962,70598.5,United States of America,US,USA,Oregon,#N/A
Sacramento,Sacramento,38.57502138,-121.4700381,1035949,United States of America,US,USA,California,#N/A
Yuba City,Yuba City,39.14103334,-121.6157656,84324.5,United States of America,US,USA,California,#N/A
Salinas,Salinas,36.68221702,-121.6416555,152737.5,United States of America,US,USA,California,#N/A
Klamath Falls,Klamath Falls,42.22500531,-121.7805359,31090.5,United States of America,US,USA,Oregon,#N/A
Chico,Chico,39.72862022,-121.8363982,83226.5,United States of America,US,USA,California,#N/A
San Jose,San Jose,37.29998293,-121.8499891,1281471.5,United States of America,US,USA,California,#N/A
Monterey,Monterey,36.6002582,-121.8935781,77297.5,United States of America,US,USA,California,#N/A
Santa Cruz,Santa Cruz,36.97194629,-122.0263904,101530.5,United States of America,US,USA,California,#N/A
Everett,Everett,47.9604175,-122.1999677,291948,United States of America,US,USA,Washington,#N/A
Oakland,Oakland,37.76892071,-122.2211034,953044,United States of America,US,USA,California,#N/A
Vallejo,Vallejo,38.11194887,-122.258052,133367.5,United States of America,US,USA,California,#N/A
Berkeley,Berkeley,37.87390139,-122.271152,298257,United States of America,US,USA,California,#N/A
Mt. Shasta,Mt. Shasta,41.3103583,-122.3093925,3742.5,United States of America,US,USA,California,#N/A
San Mateo,San Mateo,37.55691815,-122.3130616,361806.5,United States of America,US,USA,California,#N/A
Seattle,Seattle,47.57000205,-122.339985,1821684.5,United States of America,US,USA,Washington,#N/A
Redding,Redding,40.58704327,-122.3905762,93871.5,United States of America,US,USA,California,#N/A
San Francisco,San Francisco,37.74000775,-122.4599777,2091036,United States of America,US,USA,California,#N/A
Bellingham,Bellingham,48.76013613,-122.4869269,86565.5,United States of America,US,USA,Washington,#N/A
Tacoma,Tacoma,47.21131594,-122.5150131,460273,United States of America,US,USA,Washington,#N/A
Vancouver,Vancouver,45.63030133,-122.6399925,343796.5,United States of America,US,USA,Washington,#N/A
Bremerton,Bremerton,47.57359552,-122.6420175,82039.5,United States of America,US,USA,Washington,#N/A
Portland,Portland,45.52002382,-122.6799901,1207756.5,United States of America,US,USA,Oregon,#N/A
Santa Rosa,Santa Rosa,38.45040367,-122.6999889,193455,United States of America,US,USA,California,#N/A
Medford,Medford,42.32662701,-122.8744227,89081.5,United States of America,US,USA,Oregon,#N/A
Olympia,Olympia,47.03804486,-122.899434,100950,United States of America,US,USA,Washington,#N/A
Longview,Longview,46.13871991,-122.9369511,51290,United States of America,US,USA,Washington,#N/A
Centralia,Centralia,46.71641075,-122.9529708,16993.5,United States of America,US,USA,Washington,#N/A
Springfield,Springfield,44.05194806,-122.9780339,55531.5,United States of America,US,USA,Oregon,#N/A
Salem,Salem,44.92807029,-123.0238967,187966,United States of America,US,USA,Oregon,#N/A
Albany,Albany,44.62049217,-123.086942,48066.5,United States of America,US,USA,Oregon,#N/A
Eugene,Eugene,44.05001019,-123.1000161,195183,United States of America,US,USA,Oregon,#N/A
Ukiah,Ukiah,39.15423667,-123.2108621,21826.5,United States of America,US,USA,California,#N/A
Corvallis,Corvallis,44.57235557,-123.2799793,54865.5,United States of America,US,USA,Oregon,#N/A
Grants Pass,Grants Pass,42.43954002,-123.3271857,36690,United States of America,US,USA,Oregon,#N/A
Roseburg,Roseburg,43.21843304,-123.3560987,25454.5,United States of America,US,USA,Oregon,#N/A
Mendocino,Mendocino,39.30776735,-123.7994308,548,United States of America,US,USA,California,#N/A
Aberdeen,Aberdeen,46.97489626,-123.8143911,24400,United States of America,US,USA,Washington,#N/A
Astoria,Astoria,46.18838096,-123.8299974,9773,United States of America,US,USA,Oregon,#N/A
Tillamook,Tillamook,45.45524742,-123.8425031,6351.5,United States of America,US,USA,Oregon,#N/A
Arcata,Arcata,40.88519045,-124.0882245,19052,United States of America,US,USA,California,#N/A
Eureka,Eureka,40.80222394,-124.1474974,34012,United States of America,US,USA,California,#N/A
Crescent City,Crescent City,41.7564551,-124.2004916,9439.5,United States of America,US,USA,California,#N/A
Coos Bay,Coos Bay,43.36661521,-124.2165888,23685,United States of America,US,USA,Oregon,#N/A
Ketchikan,Ketchikan,55.3562193,-131.6639895,8121,United States of America,US,USA,Alaska,#N/A
Wrangell,Wrangell,56.47126752,-132.3715949,1658.5,United States of America,US,USA,Alaska,#N/A
Hydaburg,Hydaburg,55.21397992,-132.8006385,382,United States of America,US,USA,Alaska,#N/A
Juneau,Juneau,58.31412661,-134.419997,26172,United States of America,US,USA,Alaska,#N/A
Skagway,Skagway,59.45832033,-135.3138959,955,United States of America,US,USA,Alaska,#N/A
Sitka,Sitka,57.06039769,-135.3275494,8110,United States of America,US,USA,Alaska,#N/A
Hoonah,Hoonah,58.11540489,-135.438617,361,United States of America,US,USA,Alaska,#N/A
Yakutat,Yakutat,59.54730715,-139.7272183,109,United States of America,US,USA,Alaska,#N/A
Eagle,Eagle,64.78799501,-141.1999966,104,United States of America,US,USA,Alaska,#N/A
Tanacross,Tanacross,63.38570335,-143.346403,136,United States of America,US,USA,Alaska,#N/A
Kaktovik,Kaktovik,70.08785552,-143.6029132,101,United States of America,US,USA,Alaska,#N/A
Circle,Circle,65.82589032,-144.0605197,100,United States of America,US,USA,Alaska,#N/A
Fort Yukon,Fort Yukon,66.56468243,-145.2737789,833,United States of America,US,USA,Alaska,#N/A
Gulkana,Gulkana,62.27135276,-145.3821961,119,United States of America,US,USA,Alaska,#N/A
Cordova,Cordova,60.5427761,-145.7574962,1622.5,United States of America,US,USA,Alaska,#N/A
Big Delta,Big Delta,64.15252993,-145.8421939,591,United States of America,US,USA,Alaska,#N/A
Valdez,Valdez,61.13599571,-146.348287,3283,United States of America,US,USA,Alaska,#N/A
Fairbanks,Fairbanks,64.83698427,-147.7106586,43608.5,United States of America,US,USA,Alaska,#N/A
Prudhoe Bay,Prudhoe Bay,70.29218101,-148.6693598,2337,United States of America,US,USA,Alaska,#N/A
Whittier,Whittier,60.78415672,-148.6776797,177,United States of America,US,USA,Alaska,#N/A
Denali Park,Denali Park,63.73309816,-148.9140994,1063,United States of America,US,USA,Alaska,#N/A
Cantwell,Cantwell,63.39159446,-148.9507896,222,United States of America,US,USA,Alaska,#N/A
Nenana,Nenana,64.56379681,-149.0930032,75,United States of America,US,USA,Alaska,#N/A
Palmer,Palmer,61.59971417,-149.1126919,9848,United States of America,US,USA,Alaska,#N/A
Wasilla,Wasilla,61.58173077,-149.439442,8521,United States of America,US,USA,Alaska,#N/A
Seward,Seward,60.1261607,-149.4699827,2900,United States of America,US,USA,Alaska,#N/A
Anchorage,Anchorage,61.21996991,-149.9002149,252068,United States of America,US,USA,Alaska,#N/A
Montana,Montana,62.07968487,-150.0727625,10,United States of America,US,USA,Alaska,#N/A
Wiseman,Wiseman,67.4104706,-150.1074891,14,United States of America,US,USA,Alaska,#N/A
Talkeetna,Talkeetna,62.3237785,-150.1094269,1078,United States of America,US,USA,Alaska,#N/A
Kenai,Kenai,60.55435162,-151.2580131,6580.5,United States of America,US,USA,Alaska,#N/A
Homer,Homer,59.64293439,-151.5482797,5021.5,United States of America,US,USA,Alaska,#N/A
Tanana,Tanana,65.17187339,-152.0787899,291.5,United States of America,US,USA,Alaska,#N/A
Lake Minchumina,Lake Minchumina,63.88283063,-152.3121865,32,United States of America,US,USA,Alaska,#N/A
Kodiak,Kodiak,57.78999839,-152.4069869,7804.5,United States of America,US,USA,Alaska,#N/A
Allakaket,Allakaket,66.56548342,-152.6454995,97,United States of America,US,USA,Alaska,#N/A
Hughes,Hughes,66.04918418,-154.2549878,78,United States of America,US,USA,Alaska,#N/A
Karluk,Karluk,57.57228558,-154.4550273,96,United States of America,US,USA,Alaska,#N/A
Newhalen,Newhalen,59.72034568,-154.8971967,160,United States of America,US,USA,Alaska,#N/A
Hilo,Hilo,19.69999778,-155.0900273,47720.5,United States of America,US,USA,Hawaii,#N/A
McGrath,McGrath,62.9568148,-155.5957845,138,United States of America,US,USA,Alaska,#N/A
Kailua-Kona,Kailua-Kona,19.6405556,-155.9955556,9870,United States of America,US,USA,Hawaii,#N/A
Wailuku,Wailuku,20.89147544,-156.5047213,32769.5,United States of America,US,USA,Hawaii,#N/A
King Salmon,King Salmon,58.68870323,-156.6613784,292,United States of America,US,USA,Alaska,#N/A
Barrow,Barrow,71.29056968,-156.78858,3412,United States of America,US,USA,Alaska,#N/A
Kobuk,Kobuk,66.9072455,-156.8809774,151,United States of America,US,USA,Alaska,#N/A
Galena,Galena,64.73329551,-156.9269953,485,United States of America,US,USA,Alaska,#N/A
Red Devil,Red Devil,61.76099632,-157.3125273,24,United States of America,US,USA,Alaska,#N/A
Atqasuk,Atqasuk,70.4693795,-157.395778,201,United States of America,US,USA,Alaska,#N/A
Pilot Point,Pilot Point,57.56455996,-157.5691266,68,United States of America,US,USA,Alaska,#N/A
Koyukuk,Koyukuk,64.88028912,-157.7008499,101,United States of America,US,USA,Alaska,#N/A
Ambler,Ambler,67.08648521,-157.8514091,258,United States of America,US,USA,Alaska,#N/A
Honolulu,Honolulu,21.30687644,-157.8579979,578828.5,United States of America,US,USA,Hawaii,#N/A
Wahiawa,Wahiawa,21.50309186,-158.0236209,95336,United States of America,US,USA,Hawaii,#N/A
Chignik,Chignik,56.295671,-158.4022282,118,United States of America,US,USA,Alaska,#N/A
Dillingham,Dillingham,59.05656031,-158.4803121,1710,United States of America,US,USA,Alaska,#N/A
Port Heiden,Port Heiden,56.94909365,-158.6268915,102,United States of America,US,USA,Alaska,#N/A
Kaltag,Kaltag,64.32719627,-158.7218986,190,United States of America,US,USA,Alaska,#N/A
Perryville,Perryville,55.91861391,-159.1511489,113,United States of America,US,USA,Alaska,#N/A
Lihue,Lihue,21.98151227,-159.3710063,10694.5,United States of America,US,USA,Hawaii,#N/A
Aniak,Aniak,61.5787077,-159.5221857,501,United States of America,US,USA,Alaska,#N/A
Nyac,Nyac,61.00414329,-159.9404806,75,United States of America,US,USA,Alaska,#N/A
Selawik,Selawik,66.60387901,-160.0093911,832,United States of America,US,USA,Alaska,#N/A
Wainwright,Wainwright,70.63688865,-160.0383041,174,United States of America,US,USA,Alaska,#N/A
Togiak,Togiak,59.07036101,-160.3783234,236,United States of America,US,USA,Alaska,#N/A
Sand Point,Sand Point,55.33970868,-160.4971908,667,United States of America,US,USA,Alaska,#N/A
Unalakleet,Unalakleet,63.87342552,-160.7880516,741,United States of America,US,USA,Alaska,#N/A
Koyuk,Koyuk,64.94026874,-161.1574717,254,United States of America,US,USA,Alaska,#N/A
Goodnews Bay,Goodnews Bay,59.12099265,-161.5871302,230,United States of America,US,USA,Alaska,#N/A
Bethel,Bethel,60.79330345,-161.7557961,5440.5,United States of America,US,USA,Alaska,#N/A
Quinhagak,Quinhagak,59.74923281,-161.9157864,250,United States of America,US,USA,Alaska,#N/A
Kotzebue,Kotzebue,66.89869305,-162.5965975,2873.5,United States of America,US,USA,Alaska,#N/A
Cold Bay,Cold Bay,55.20000144,-162.7150916,154,United States of America,US,USA,Alaska,#N/A
False Pass,False Pass,54.85121136,-163.415023,35,United States of America,US,USA,Alaska,#N/A
Kotlit,Kotlit,63.03458783,-163.5532833,1002,United States of America,US,USA,Alaska,#N/A
Mountain Village,Mountain Village,62.08552431,-163.729009,755,United States of America,US,USA,Alaska,#N/A
Kivalina,Kivalina,67.73149224,-164.4859034,374,United States of America,US,USA,Alaska,#N/A
Emmonak,Emmonak,62.77698081,-164.5229916,100,United States of America,US,USA,Alaska,#N/A
Tununak,Tununak,60.58548667,-165.2557892,352,United States of America,US,USA,Alaska,#N/A
Nome,Nome,64.50610008,-165.4063744,3021,United States of America,US,USA,Alaska,#N/A
Shishmaref,Shishmaref,66.25697512,-166.0718893,254,United States of America,US,USA,Alaska,#N/A
Hooper Bay,Hooper Bay,61.53108787,-166.0965648,623,United States of America,US,USA,Alaska,#N/A
Mekoryuk,Mekoryuk,60.38864671,-166.1899372,99,United States of America,US,USA,Alaska,#N/A
Teller,Teller,65.26359906,-166.3607864,83,United States of America,US,USA,Alaska,#N/A
Unalaska,Unalaska,53.868584,-166.5316028,1938.5,United States of America,US,USA,Alaska,#N/A
Point Hope,Point Hope,68.34772605,-166.8080201,461,United States of America,US,USA,Alaska,#N/A
Wales,Wales,65.60959861,-168.0875027,99,United States of America,US,USA,Alaska,#N/A
Nikolski,Nikolski,52.93843406,-168.8676876,18,United States of America,US,USA,Alaska,#N/A
Gambell,Gambell,63.77971031,-171.7310787,681,United States of America,US,USA,Alaska,#N/A
Atka,Atka,52.19648968,-174.2004887,61,United States of America,US,USA,Alaska,#N/A